Departamento,Provincia,Municipio,Localidad
La Paz,Pacajes,Santiago de Callapa,Huayllapanta
La Paz,Pacajes,Santiago de Callapa,Tierra Grande
La Paz,Pacajes,Santiago de Callapa,Huajruma
La Paz,Camacho,Puerto Acosta,Puerto Acosta (Huaycho)
La Paz,Camacho,Puerto Acosta,Belen de Pasuja
La Paz,Camacho,Puerto Acosta,Cota Pata (Camacho)
La Paz,Camacho,Puerto Acosta,Jupani
La Paz,Camacho,Puerto Acosta,Puerto Parajachi
La Paz,Camacho,Puerto Acosta,San Juan de Cancanani
La Paz,Camacho,Puerto Acosta,Chi�aya Seis de Agosto
La Paz,Camacho,Puerto Acosta,Sallacucho Kellahuyo
La Paz,Camacho,Puerto Acosta,Centro Calangachi
La Paz,Camacho,Puerto Acosta,Chiluni
La Paz,Camacho,Puerto Acosta,Wirupaya
La Paz,Camacho,Puerto Acosta,Orurillo
La Paz,Camacho,Puerto Acosta,Parajachi II
La Paz,Camacho,Puerto Acosta,Pococata
La Paz,Camacho,Mocomoco,Mocomoco
La Paz,Camacho,Mocomoco,Italaque
La Paz,Camacho,Mocomoco,San Pedro Pumana
La Paz,Camacho,Mocomoco,Tuntunani
La Paz,Camacho,Mocomoco,Tajani
La Paz,Camacho,Mocomoco,Sullka Wilasi
La Paz,Camacho,Mocomoco,Pacaures
La Paz,Camacho,Mocomoco,Villa Jachatira
La Paz,Camacho,Mocomoco,Cariquina Chico
La Paz,Camacho,Mocomoco,Villa Rosario (Ococoya)
La Paz,Camacho,Mocomoco,Pacobamba Cala Cala
La Paz,Camacho,Mocomoco,Ilave
La Paz,Camacho,Mocomoco,Quillima
La Paz,Camacho,Mocomoco,Yocarhuaya
La Paz,Camacho,Mocomoco,Cajcachi
La Paz,Camacho,Mocomoco,Que�i
La Paz,Camacho,Mocomoco,Taypi Ayca
La Paz,Murillo,El Alto,Pomamaya Baja
La Paz,Omasuyos,Achacachi,Achacachi
La Paz,Omasuyos,Achacachi,Casamaya
La Paz,Omasuyos,Achacachi,Chijipina Grande
La Paz,Omasuyos,Achacachi,Bel�n (Omasuyos)
La Paz,Omasuyos,Achacachi,Pongon Huyo
La Paz,Omasuyos,Achacachi,Apuraya
La Paz,Omasuyos,Achacachi,Villa Lipe
La Paz,Omasuyos,Achacachi,Jancko Amaya
La Paz,Omasuyos,Achacachi,Ajllata Grande
La Paz,Omasuyos,Achacachi,Huarizata
La Paz,Omasuyos,Achacachi,Tacamara
La Paz,Omasuyos,Achacachi,Walata Chico
La Paz,Omasuyos,Achacachi,Murumamani
La Paz,Omasuyos,Achacachi,Su�asivi
La Paz,Omasuyos,Achacachi,Franz Tamayo
La Paz,Omasuyos,Achacachi,Cota Muyta
La Paz,Omasuyos,Achacachi,Villa Asuncción de Corpaputo
La Paz,Omasuyos,Achacachi,Tahari
La Paz,Omasuyos,Achacachi,Challuyo (Omasuyos)
La Paz,Omasuyos,Villa Ancoraimes,Ancoraimes
La Paz,Omasuyos,Villa Ancoraimes,Morocollo
La Paz,Omasuyos,Villa Ancoraimes,Turrini
La Paz,Omasuyos,Villa Ancoraimes,Choj�apata
La Paz,Omasuyos,Villa Ancoraimes,Chi�aja
La Paz,Omasuyos,Villa Ancoraimes,Inca Caturapi
La Paz,Omasuyos,Villa Ancoraimes,Villa Tembladerani
La Paz,Omasuyos,Villa Ancoraimes,Villa Macamaca
La Paz,Omasuyos,Villa Ancoraimes,Cheje Pampa
La Paz,Omasuyos,Villa Ancoraimes,Cajiata
La Paz,Omasuyos,Villa Ancoraimes,Sotalaya
La Paz,Omasuyos,Villa Ancoraimes,Pocoata Grande
La Paz,Omasuyos,Chua Cocani,Compi Tauca
La Paz,Omasuyos,Chua Cocani,Chua Visalaya
La Paz,Omasuyos,Chua Cocani,Soncachi
La Paz,Omasuyos,Chua Cocani,Chua Cocani
La Paz,Omasuyos,Huarina,Huarina
La Paz,Omasuyos,Huarina,Coromata Alta
La Paz,Omasuyos,Huarina,Coromata Baja
La Paz,Omasuyos,Huarina,Apuvillque Morocollo
La Paz,Omasuyos,Huarina,Copancara
La Paz,Omasuyos,Santiago de Huata,Santiago de Huata
La Paz,Omasuyos,Santiago de Huata,Santa Ana de Ticulasi
La Paz,Omasuyos,Santiago de Huata,Kalaque
La Paz,Omasuyos,Santiago de Huata,Watari
La Paz,Omasuyos,Huatajata,Huatajata
La Paz,Omasuyos,Huatajata,Sancajahuira
La Paz,Pacajes,Corocoro,Coro Coro
La Paz,Pacajes,Corocoro,Caquingora
La Paz,Pacajes,Corocoro,Rosapata Huancarama
La Paz,Pacajes,Corocoro,Topohoco
La Paz,Pacajes,Corocoro,Tomata
La Paz,Pacajes,Corocoro,Villa Exaltacción de Enequella
La Paz,Pacajes,Corocoro,Jos� Manuel Pando
La Paz,Pacajes,Corocoro,Jayuma Llallagua
La Paz,Pacajes,Corocoro,Jancko Marca Sirpa
La Paz,Pacajes,Corocoro,Santa Rosa (Pacajes)
La Paz,Pacajes,Corocoro,El Porvenir de Quilloma
La Paz,Pacajes,Corocoro,Muru Pilar Mejillones
La Paz,Pacajes,Corocoro,Anco Aque
La Paz,Pacajes,Caquiaviri,Caquiaviri
La Paz,Pacajes,Caquiaviri,Achiri
La Paz,Pacajes,Caquiaviri,Calama Quintavi
La Paz,Pacajes,Caquiaviri,Vichaya
La Paz,Pacajes,Caquiaviri,Choj�a Pampa de Vichaya
La Paz,Pacajes,Caquiaviri,Jihuacuta
La Paz,Pacajes,Caquiaviri,Antaquira Villa Bel�n
La Paz,Pacajes,Caquiaviri,Villa Chocorosi
La Paz,Camacho,Puerto Mayor de Carabuco,Puerto Chaguaya
La Paz,Camacho,Puerto Mayor de Carabuco,Sisasani
La Paz,Camacho,Puerto Mayor de Carabuco,San Miguel de Yaricoa
La Paz,Camacho,Puerto Mayor de Carabuco,Amban�
La Paz,Camacho,Puerto Mayor de Carabuco,Copusquia
La Paz,Camacho,Puerto Mayor de Carabuco,Chuani
La Paz,Camacho,Puerto Mayor de Carabuco,Carabuco
La Paz,Camacho,Puerto Mayor de Carabuco,Pasarani (Cruz Pata)
La Paz,Camacho,Puerto Mayor de Carabuco,Cota�ani
La Paz,Camacho,Puerto Mayor de Carabuco,Huilacunca
La Paz,Camacho,Puerto Mayor de Carabuco,Mollipongo
La Paz,Camacho,Humanata,Pacollo (Camacho)
La Paz,Camacho,Humanata,Humanata
La Paz,Camacho,Humanata,Cutucutu
La Paz,Camacho,Escoma,Escoma
La Paz,Camacho,Escoma,Villa Puni
La Paz,Camacho,Escoma,Collasuyo
La Paz,Camacho,Escoma,Pen�nsula de Challapata
La Paz,Mu�ecas,Chuma,Chuma
La Paz,Mu�ecas,Chuma,Luquisani
La Paz,Mu�ecas,Chuma,Titicachi
La Paz,Mu�ecas,Chuma,Timusi
La Paz,Mu�ecas,Chuma,Jichuhuaya
La Paz,Mu�ecas,Chuma,Tuiluni
La Paz,Mu�ecas,Chuma,Pocoaya
La Paz,Mu�ecas,Chuma,Chajlaya
La Paz,Mu�ecas,Chuma,Sococoni
La Paz,Mu�ecas,Chuma,Cusahuaya
La Paz,Mu�ecas,Chuma,Capayque
La Paz,Mu�ecas,Chuma,Palohuaya
La Paz,Mu�ecas,Ayata,Ayata
La Paz,Mu�ecas,Ayata,Mollo Tarisquia
La Paz,Mu�ecas,Ayata,Cuibaja Grande
La Paz,Mu�ecas,Ayata,Camata
La Paz,Mu�ecas,Ayata,Saihuani
La Paz,Mu�ecas,Ayata,Upani
La Paz,Mu�ecas,Ayata,Marumpampa
La Paz,Mu�ecas,Aucapata,Aucapata
La Paz,Mu�ecas,Aucapata,Yanahuaya
La Paz,Mu�ecas,Aucapata,Pusillani
La Paz,Mu�ecas,Aucapata,Huanco
La Paz,Mu�ecas,Aucapata,Rosario.
La Paz,Larecaja,Sorata,Sorata
La Paz,Larecaja,Sorata,Laripata
La Paz,Larecaja,Sorata,Chuchulaya
La Paz,Larecaja,Sorata,Combilili
La Paz,Larecaja,Sorata,Carazani
La Paz,Larecaja,Sorata,Ilabaya Guachalla
La Paz,Larecaja,Sorata,Cheje
La Paz,Larecaja,Sorata,Yani
La Paz,Larecaja,Sorata,Ankoma
La Paz,Larecaja,Sorata,Chacapa
La Paz,Larecaja,Sorata,San Antonio de Millipaya
La Paz,Larecaja,Sorata,Tintilaya (O. Bosque)
La Paz,Larecaja,Sorata,Cocoy
La Paz,Larecaja,Sorata,Chussi
La Paz,Larecaja,Sorata,Machacamarca.
La Paz,Larecaja,Sorata,Pacollo.
La Paz,Larecaja,Sorata,Santa Maria
La Paz,Larecaja,Sorata,Ocara
La Paz,Larecaja,Guanay,Guanay
La Paz,Larecaja,Guanay,Carura
La Paz,Larecaja,Guanay,Santa Rosa de Challana
La Paz,Larecaja,Guanay,San Juan de Challana
La Paz,Larecaja,Guanay,Mina Fabulosa
La Paz,Larecaja,Guanay,Umapalca
La Paz,Larecaja,Guanay,Pajonal Vilaque
La Paz,Larecaja,Guanay,Mariapu
La Paz,Larecaja,Guanay,La Aguada
La Paz,Larecaja,Guanay,Buenos Aires
La Paz,Larecaja,Guanay,Yolosani
La Paz,Larecaja,Guanay,Candelaria
La Paz,Larecaja,Guanay,Pablo Amaya
La Paz,Larecaja,Guanay,Amaguaya
La Paz,Larecaja,Guanay,Alto Chijini
La Paz,Larecaja,Guanay,Trapicheponte
La Paz,Larecaja,Tacacoma,Tacacoma
La Paz,Larecaja,Tacacoma,Ananea
La Paz,Larecaja,Tacacoma,Conzata
La Paz,Larecaja,Tacacoma,Incachaca
La Paz,Larecaja,Tacacoma,Acha Pampa
La Paz,Larecaja,Tacacoma,Chumisa
La Paz,Larecaja,Tacacoma,Collabamba
La Paz,Larecaja,Tacacoma,Pallayunga
La Paz,Larecaja,Quiabaya,Quiabaya
La Paz,Larecaja,Combaya,Combaya
La Paz,Larecaja,Combaya,Ticamblaya
La Paz,Larecaja,Combaya,San Pedro de Sorejaya
La Paz,Larecaja,Combaya,Huaycho
La Paz,Larecaja,Tipuani,Tipuani
La Paz,Larecaja,Tipuani,Cangalli
La Paz,Larecaja,Tipuani,Chima
La Paz,Larecaja,Tipuani,Cotapampa
La Paz,Larecaja,Tipuani,Unutuluni
La Paz,Larecaja,Tipuani,Chuquini
La Paz,Larecaja,Mapiri,Mapiri
La Paz,Larecaja,Mapiri,Achiquiri
La Paz,Larecaja,Mapiri,Vilaque Grande
La Paz,Larecaja,Mapiri,Sarampiuni
La Paz,Larecaja,Mapiri,Chimate
La Paz,Larecaja,Mapiri,Santa Rosa de Mapiri
La Paz,Larecaja,Mapiri,Charopampa
La Paz,Sud Yungas,Palos Blancos,San Miguel de Huachi
La Paz,Sud Yungas,Palos Blancos,Covendo
La Paz,Sud Yungas,Palos Blancos,Remolino
La Paz,Sud Yungas,Palos Blancos,Sapecho
La Paz,Sud Yungas,Palos Blancos,Santa Ana de Mosetenes
La Paz,Sud Yungas,Palos Blancos,Mapurichuqui
La Paz,Sud Yungas,Palos Blancos,Tucupi
La Paz,Sud Yungas,Palos Blancos,Sillar
La Paz,Sud Yungas,Palos Blancos,Puerto Carmen
La Paz,Sud Yungas,Palos Blancos,Inicua Alto
La Paz,Sud Yungas,Palos Blancos,Cocochi
La Paz,Sud Yungas,La Asunta,La Asunta
La Paz,Sud Yungas,La Asunta,Central Quinuni
La Paz,Sud Yungas,La Asunta,Las Mercedes
La Paz,Sud Yungas,La Asunta,Puerto Rico
La Paz,Sud Yungas,La Asunta,Villa Barrientos
La Paz,Sud Yungas,La Asunta,La Calzada
La Paz,Sud Yungas,La Asunta,Chamaca
La Paz,Sud Yungas,La Asunta,Yanamayu
La Paz,Sud Yungas,La Asunta,Charia
La Paz,Sud Yungas,La Asunta,Pichari
La Paz,Sud Yungas,La Asunta,San Jos�
La Paz,Sud Yungas,La Asunta,Cota Pata
La Paz,Sud Yungas,La Asunta,Colopampa Grande
La Paz,Sud Yungas,La Asunta,16 de Julio
La Paz,Sud Yungas,La Asunta,Copalani
La Paz,Sud Yungas,La Asunta,Nuevos Horizontes
La Paz,Sud Yungas,La Asunta,Siguani Grande
La Paz,Sud Yungas,La Asunta,Las Americas
La Paz,Los Andes,Pucarani,Pucarani
La Paz,Los Andes,Pucarani,Cohana
La Paz,Los Andes,Pucarani,Patamanta
La Paz,Los Andes,Pucarani,Villa Iquiaca
La Paz,Los Andes,Pucarani,Chojasivi
La Paz,Los Andes,Pucarani,Lacaya
La Paz,Los Andes,Pucarani,Villa Pabon de Chiarpata
La Paz,Los Andes,Pucarani,Catavi
La Paz,Los Andes,Pucarani,Ascencción Chipamaya
La Paz,Los Andes,Pucarani,Villa Rosario Corapata
La Paz,Los Andes,Pucarani,Choj�a Collo
La Paz,Los Andes,Pucarani,Villa Vilaque
La Paz,Los Andes,Pucarani,Huayna Potosi
La Paz,Los Andes,Pucarani,Aygachi
La Paz,Los Andes,Laja,Laja
La Paz,Los Andes,Laja,Quintupata
La Paz,Los Andes,Laja,Tambillo
La Paz,Los Andes,Laja,Villa S. Juan de Satatotora
La Paz,Los Andes,Laja,Curva Pucara
La Paz,Los Andes,Laja,Collo Collo
La Paz,Los Andes,Laja,San Juan Rosario
La Paz,Los Andes,Laja,Cantapa
La Paz,Los Andes,Laja,Copajira
La Paz,Los Andes,Laja,Kallutaca
La Paz,Los Andes,Laja,Callamarca
La Paz,Los Andes,Laja,Sacacani
La Paz,Los Andes,Laja,Puchucollo Bajo
La Paz,Los Andes,Batallas,Batallas
La Paz,Los Andes,Batallas,Asuncción de Caluyo
La Paz,Los Andes,Batallas,Carhuiza
La Paz,Los Andes,Batallas,Villa Remedios de Calazaya
La Paz,Los Andes,Batallas,Yaurichambi
La Paz,Los Andes,Batallas,Huancane (Los Andes)
La Paz,Los Andes,Batallas,Pe�as
La Paz,Los Andes,Batallas,Kerani
La Paz,Los Andes,Batallas,Villa Ascencción Tuquia
La Paz,Los Andes,Batallas,V. S. Juan de Chachacomani
La Paz,Los Andes,Batallas,Los Rosarios de Suriqui�a
La Paz,Los Andes,Batallas,Chirapaca
La Paz,Los Andes,Puerto P�rez,Puerto P�rez
La Paz,Los Andes,Puerto P�rez,Isla Suriqui
La Paz,Los Andes,Puerto P�rez,Cascachi
La Paz,Los Andes,Puerto P�rez,Karapata Alta
La Paz,Los Andes,Puerto P�rez,Cumana
La Paz,Aroma,Sicasica,Sica Sica
La Paz,Aroma,Sicasica,Ayamaya
La Paz,Aroma,Sicasica,Chijmuni
La Paz,Aroma,Sicasica,Santiago de Laurani
La Paz,Aroma,Sicasica,Pujravi (Lahuachaca)
La Paz,Aroma,Sicasica,Esteban Arce
La Paz,Aroma,Sicasica,Colpapucho Bel�n
La Paz,Aroma,Sicasica,German Busch (Conani)
La Paz,Aroma,Sicasica,Kajani
La Paz,Aroma,Sicasica,Panduro
La Paz,Aroma,Sicasica,Villa Chuacollo Grande
La Paz,Aroma,Sicasica,Machacamarca (Aroma)
La Paz,Aroma,Sicasica,Manuel Isidoro Belzu (Jaruma)
La Paz,Aroma,Sicasica,Achaya
La Paz,Aroma,Sicasica,Cala Cala.
La Paz,Aroma,Sicasica,Sora Sora
La Paz,Aroma,Umala,Umala
La Paz,Aroma,Umala,Santiago de Ventilla
La Paz,Aroma,Umala,San Miguel Copani
La Paz,Aroma,Umala,Llanga Bel�n
La Paz,Aroma,Umala,Puerto Huari Bel�n
La Paz,Aroma,Umala,Vituy Vinto
La Paz,Aroma,Umala,Santiago de Collana
La Paz,Aroma,Umala,Asuncción Huancarama
La Paz,Aroma,Umala,San Jos� (Aroma)
La Paz,Aroma,Umala,Kellhuiri
La Paz,Aroma,Umala,Cairiri
La Paz,Aroma,Ayo Ayo,Ayo Ayo
La Paz,Aroma,Ayo Ayo,Villa Carmen Calacachi
La Paz,Abel Iturralde,San Buenaventura,San Jos� de Chupiamonas
La Paz,Abel Iturralde,San Buenaventura,Tumupasa
La Paz,Bautista Saavedra,Charazani,Charazani
La Paz,Bautista Saavedra,Charazani,Chari
La Paz,Bautista Saavedra,Charazani,Amarete
La Paz,Bautista Saavedra,Charazani,Chulina (San Miguel)
La Paz,Bautista Saavedra,Charazani,Carijana
La Paz,Bautista Saavedra,Charazani,Gral. Ram�n Gonzales
La Paz,Bautista Saavedra,Charazani,Santa Rosa de Caata
La Paz,Bautista Saavedra,Charazani,Pauje Yuyo
La Paz,Bautista Saavedra,Charazani,Apacheta
La Paz,Bautista Saavedra,Charazani,Soto Pata
La Paz,Bautista Saavedra,Charazani,Amarka
La Paz,Bautista Saavedra,Charazani,Sayhuani.
La Paz,Bautista Saavedra,Charazani,Kallurhuaya
La Paz,Bautista Saavedra,Charazani,Moyapampa
La Paz,Bautista Saavedra,Charazani,Siatha
La Paz,Bautista Saavedra,Charazani,Atique
La Paz,Bautista Saavedra,Curva,Curva
La Paz,Bautista Saavedra,Curva,Puli
La Paz,Bautista Saavedra,Curva,Kapna
La Paz,Bautista Saavedra,Curva,Calaya
La Paz,Bautista Saavedra,Curva,Upinuaya
La Paz,Bautista Saavedra,Curva,Lagunillas
La Paz,Bautista Saavedra,Curva,Camzaya
La Paz,Bautista Saavedra,Curva,Taipi Ca�uma
La Paz,Manco Kapac,Copacabana,Copacabana
La Paz,Manco Kapac,Copacabana,Huacuyo
La Paz,Manco Kapac,Copacabana,Lokha
La Paz,Manco Kapac,Copacabana,Sampaya
La Paz,Manco Kapac,Copacabana,Challa(Isla del Sol)
La Paz,Manco Kapac,Copacabana,Siripaca
La Paz,Manco Kapac,Copacabana,Chisi
La Paz,Manco Kapac,Copacabana,Challapampa Isla del Sol
La Paz,Manco Kapac,San Pedro de Tiquina,San Pedro de Tiquina
La Paz,Manco Kapac,San Pedro de Tiquina,San Pablo de Tiquina
La Paz,Manco Kapac,San Pedro de Tiquina,Santiago de Ojje
La Paz,Manco Kapac,San Pedro de Tiquina,Calata de San Mart�n
La Paz,Manco Kapac,San Pedro de Tiquina,Villa Amacari
La Paz,Manco Kapac,Tito Yupanqui,Tito Yupanqui (Parquipujiu)
La Paz,Manco Kapac,Tito Yupanqui,Huatapampa
La Paz,Gualberto Villarroel,San Pedro de Curahuara,San Pedro de Curahuara
La Paz,Gualberto Villarroel,San Pedro de Curahuara,Puerto Castrillo
La Paz,Gualberto Villarroel,San Pedro de Curahuara,Chilaguala
La Paz,Gualberto Villarroel,San Pedro de Curahuara,Villa Manquiri
La Paz,Gualberto Villarroel,San Pedro de Curahuara,Pedro Domingo Murillo (Choj�a)
La Paz,Gualberto Villarroel,San Pedro de Curahuara,Waldo Ballivción
La Paz,Gualberto Villarroel,San Pedro de Curahuara,Conchari
La Paz,Gualberto Villarroel,San Pedro de Curahuara,Janko Marca
La Paz,Gualberto Villarroel,San Pedro de Curahuara,R�o Mulato Kari
La Paz,Gualberto Villarroel,San Pedro de Curahuara,Jalsuri
La Paz,Gualberto Villarroel,San Pedro de Curahuara,German Busch (G. Villarroel)
La Paz,Gualberto Villarroel,San Pedro de Curahuara,Hunto Chico Bajo
La Paz,Gualberto Villarroel,Papel Pampa,Pacollo (G. Villarroel)
La Paz,Gualberto Villarroel,Papel Pampa,Papel Pampa
La Paz,Gualberto Villarroel,Papel Pampa,Mollebamba
La Paz,Gualberto Villarroel,Papel Pampa,Uno Pata
La Paz,Gualberto Villarroel,Papel Pampa,Circa Cruzani
La Paz,Gualberto Villarroel,Papel Pampa,Caylla Churo
La Paz,Gualberto Villarroel,Papel Pampa,Rivera Alta
La Paz,Gualberto Villarroel,Papel Pampa,Eduardo Avaroa (Escalona)
La Paz,Gualberto Villarroel,Papel Pampa,San Felipe de Challa
La Paz,Gualberto Villarroel,Papel Pampa,San Jos�.
La Paz,Gualberto Villarroel,Papel Pampa,Colque Amaya Alta
La Paz,Gualberto Villarroel,Papel Pampa,Tituza
La Paz,Gualberto Villarroel,Chacarilla,Chacarilla
La Paz,Gualberto Villarroel,Chacarilla,Rosapata
La Paz,Gualberto Villarroel,Chacarilla,Puerto Aroma
La Paz,General Jos� Manuel Pando,Santiago de Machaca,Santiago de Machaca
La Paz,Ingavi,Jes�s de Machaka,Qhunqhu
La Paz,Ingavi,Jes�s de Machaka,Sullcatiti
La Paz,Ingavi,Jes�s de Machaka,Calla(Qalla Tupa Katari)
La Paz,Ingavi,Jes�s de Machaka,Cuipa Espa�a de Machaca
La Paz,Ingavi,Jes�s de Machaka,Mejillones
La Paz,Ingavi,Jes�s de Machaka,Aguallamaya(Awallamaya)
La Paz,Ingavi,Jes�s de Machaka,Sullcatiti Arriba
La Paz,Ingavi,Taraco,Taraco
La Paz,Ingavi,Taraco,Chiripa
La Paz,Ingavi,Taraco,Cala Cala
La Paz,Ingavi,Taraco,Santa Rosa de Taraco
La Paz,Loayza,Luribay,Luribay
La Paz,Loayza,Luribay,Azambo
La Paz,Loayza,Luribay,Anquioma
La Paz,Loayza,Luribay,Villa Litoral (Cutty)
La Paz,Loayza,Luribay,Porvenir
La Paz,Loayza,Luribay,Taucarasi
La Paz,Loayza,Luribay,Cachualla
La Paz,Loayza,Luribay,Colliri -E. Avaroa
La Paz,Loayza,Luribay,Poroma (Loayza)
La Paz,Loayza,Luribay,Anchallani
La Paz,Loayza,Luribay,Totora
La Paz,Loayza,Luribay,Murmuntani
La Paz,Loayza,Luribay,Bravo
La Paz,Loayza,Luribay,Chirimaya
La Paz,Loayza,Luribay,Vilacora
La Paz,Loayza,Sapahaqui,Sapahaqui
La Paz,Loayza,Sapahaqui,Huancane (Sapahaqui)
La Paz,Loayza,Sapahaqui,Urupaya
La Paz,Loayza,Sapahaqui,Chivisivi
La Paz,Loayza,Sapahaqui,Tacobamba
La Paz,Loayza,Sapahaqui,Caracato
La Paz,Loayza,Sapahaqui,Ocuiri
La Paz,Loayza,Sapahaqui,Muruhuta
La Paz,Loayza,Sapahaqui,Sixilla Baja
La Paz,Loayza,Sapahaqui,Khola
La Paz,Loayza,Sapahaqui,Huayca
La Paz,Loayza,Sapahaqui,Caluyo
La Paz,Loayza,Yaco,Yaco
La Paz,Loayza,Yaco,Caxata
La Paz,Loayza,Yaco,Challoma
La Paz,Loayza,Yaco,Tablachaca
La Paz,Loayza,Yaco,Chucamarca
La Paz,Loayza,Yaco,Llipi Llipi
La Paz,Loayza,Yaco,Ulamaco
La Paz,Loayza,Yaco,Villa Puchuni (Loayza)
La Paz,Loayza,Yaco,Pampajasi
La Paz,Loayza,Yaco,Koque
La Paz,Loayza,Yaco,Hornuni
La Paz,Loayza,Yaco,Conchamarca
La Paz,Loayza,Malla,Malla
La Paz,Loayza,Malla,Jacha Pampa
La Paz,Loayza,Malla,Calluchani
La Paz,Loayza,Cairoma,Cairoma
La Paz,Loayza,Cairoma,Collpani
La Paz,Loayza,Cairoma,Araca
La Paz,Loayza,Cairoma,Tienda Pata
La Paz,Loayza,Cairoma,Keraya
La Paz,Loayza,Cairoma,Sacani (Loayza)
La Paz,Loayza,Cairoma,Saya
La Paz,Loayza,Cairoma,Huara
La Paz,Loayza,Cairoma,Lloja
La Paz,Loayza,Cairoma,Viloco
La Paz,Loayza,Cairoma,Torre Pampa
La Paz,Inquisivi,Inquisivi,Inquisivi
La Paz,Inquisivi,Inquisivi,Sita
La Paz,Inquisivi,Inquisivi,Capi�ata
La Paz,Inquisivi,Inquisivi,Cavari
La Paz,Inquisivi,Inquisivi,Escola
La Paz,Inquisivi,Inquisivi,Arcopongo
La Paz,Inquisivi,Inquisivi,Patohoco
La Paz,Inquisivi,Inquisivi,Siguas
La Paz,Inquisivi,Inquisivi,Villa Victoria
La Paz,Inquisivi,Inquisivi,Pocusca
La Paz,Inquisivi,Inquisivi,Eduardo Avaroa (Inquisivi)
La Paz,Inquisivi,Inquisivi,Canqui Chico
La Paz,Inquisivi,Inquisivi,Marca Tigre
La Paz,Inquisivi,Inquisivi,Chillcani
La Paz,Inquisivi,Inquisivi,Kanamarca
La Paz,Inquisivi,Quime,Quime
La Paz,Inquisivi,Quime,Molinos
La Paz,Inquisivi,Quime,Choquetanga
La Paz,Inquisivi,Quime,Huay�acota
La Paz,Inquisivi,Quime,Figueroa
La Paz,Inquisivi,Quime,Mina Argentina
La Paz,Inquisivi,Cajuata,Cajuata
La Paz,Inquisivi,Cajuata,Circuata
La Paz,Inquisivi,Cajuata,Villa Kora
La Paz,Inquisivi,Cajuata,Villa Barrientos (Inquisivi)
La Paz,Inquisivi,Cajuata,Huaritolo
La Paz,Inquisivi,Cajuata,Suri
La Paz,Inquisivi,Cajuata,Miguillas
La Paz,Inquisivi,Colquiri,Colquiri
La Paz,Inquisivi,Colquiri,Coriri
La Paz,Inquisivi,Colquiri,Chicote Grande
La Paz,Inquisivi,Colquiri,Lanza (Mohoza)
La Paz,Inquisivi,Colquiri,Machacamarca
La Paz,Inquisivi,Colquiri,Caquena
La Paz,Inquisivi,Colquiri,Pipini
La Paz,Inquisivi,Colquiri,Chualla
La Paz,Inquisivi,Colquiri,Huayllamarca
La Paz,Inquisivi,Colquiri,Villa Janco Kota
La Paz,Inquisivi,Colquiri,Pauca
La Paz,Inquisivi,Colquiri,Lacalacani
La Paz,Inquisivi,Colquiri,Llanquera
La Paz,Inquisivi,Ichoca,Ichoca
La Paz,Inquisivi,Ichoca,Gualberto Villarroel (Challa)
La Paz,Inquisivi,Ichoca,German Busch
La Paz,Inquisivi,Ichoca,Franz Tamayo (Inquisivi)
La Paz,Inquisivi,Ichoca,General Camacho (Inquisivi)
La Paz,Inquisivi,Ichoca,Villa San Antonio Sirarani
La Paz,Inquisivi,Ichoca,Luruta
La Paz,Inquisivi,Villa Libertad Licoma,Licomapampa (Villa Libertad)
La Paz,Inquisivi,Villa Libertad Licoma,Charapaxi
La Paz,Sud Yungas,Chulumani,Chulumani
La Paz,Sud Yungas,Chulumani,Tagma
La Paz,Sud Yungas,Chulumani,Pasto Pata
La Paz,Sud Yungas,Chulumani,Chirca
La Paz,Sud Yungas,Chulumani,Huancane
La Paz,Sud Yungas,Chulumani,Ocobaya
La Paz,Sud Yungas,Chulumani,Villa Asunta Cutusuma
La Paz,Sud Yungas,Chulumani,Colopampa
La Paz,Sud Yungas,Irupana,Irupana
La Paz,Sud Yungas,Irupana,La Plazuela
La Paz,Sud Yungas,Irupana,Tableria
La Paz,Sud Yungas,Irupana,Chicaloma
La Paz,Sud Yungas,Irupana,Lambate
La Paz,Sud Yungas,Irupana,Tres R�os
La Paz,Sud Yungas,Irupana,Pariguaya
La Paz,Sud Yungas,Irupana,Laza
La Paz,Sud Yungas,Irupana,Taca
La Paz,Sud Yungas,Irupana,Victorio  Lanza
La Paz,Sud Yungas,Irupana,Unción Huiri
La Paz,Sud Yungas,Irupana,Siquiljara
La Paz,Sud Yungas,Irupana,Isquircani
La Paz,Sud Yungas,Irupana,Curihuati
La Paz,Sud Yungas,Irupana,Lejna
La Paz,Sud Yungas,Irupana,Totoral
La Paz,Sud Yungas,Yanacachi,Yanacachi
La Paz,Sud Yungas,Yanacachi,La Chojlla
La Paz,Sud Yungas,Yanacachi,Villa Aspiazu
La Paz,Sud Yungas,Yanacachi,Puente Villa
La Paz,Sud Yungas,Palos Blancos,Palos Blancos
La Paz,Sud Yungas,Palos Blancos,Popoy
La Paz,Larecaja,Teoponte,Litoral (Tajlihui)
La Paz,Larecaja,Teoponte,Teoponte
La Paz,Larecaja,Teoponte,Mayaya
La Paz,Larecaja,Teoponte,Tomachi
La Paz,Larecaja,Teoponte,Villa Aroma
La Paz,Larecaja,Teoponte,Santo Domingo
La Paz,Larecaja,Teoponte,"Bella Vista ""A"""
La Paz,Franz Tamayo,Apolo,Apolo
La Paz,Franz Tamayo,Apolo,Inca
La Paz,Franz Tamayo,Apolo,Machua
La Paz,Franz Tamayo,Apolo,Santa Catalina
La Paz,Franz Tamayo,Apolo,Aten
